RECORD_ID,COLLEGE_CODE,COLLEGE_NAME,DISTRICT,BRANCH_NAME,BRANCH_CODE,OC,BC,BCM,MBC,SC,SCA,ST
TNEA2025-00305,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Instrumentation and Control Engineering,ic,136.0,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00306,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal Village, Namandi Post, (Near Kanchipuram), Tiruvanamalai-604410.",TIRUVANNAMALAI,Mechanical Engineering,me,136.0,Not Available,Not Available,96.5,Not Available,Not Available,Not Available
TNEA2025-00324,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Agricultural Engineering,ag,91.0,138.0,148.5,132.5,118.5,108.5,118.0
TNEA2025-00325,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Artificial Intelligence and Data Science,ad,155.0,138.0,148.5,132.5,118.5,108.5,118.0
TNEA2025-00326,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Bio Technology,bt,116.0,96.5,148.5,111.0,118.5,108.5,118.0
TNEA2025-00327,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Chemical Engineering,ch,103.5,96.5,148.5,111.0,118.5,108.5,118.0
TNEA2025-00328,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Civil Engineering,ce,115.5,96.5,148.5,103.0,118.5,108.5,118.0
TNEA2025-00329,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Computer Science and Engineering,cs,154.5,132.0,130.0,119.5,90.0,108.5,118.0
TNEA2025-00330,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Computer Science and Engineering (Ai and Machine Learning),am,124.0,98.0,106.5,93.5,111.5,108.5,118.0
TNEA2025-00331,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Computer Science and Engineering (Cyber Security),sc,126.5,112.5,106.5,94.5,95.0,115.0,118.0
TNEA2025-00332,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Electrical and Electronics Engineering,ee,117.0,97.5,102.0,111.5,95.0,92.0,118.0
TNEA2025-00333,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Electronics and Communication Engineering,ec,142.5,106.5,133.0,93.0,101.5,92.0,118.0
TNEA2025-00334,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Information Technology,it,144.0,136.0,114.5,111.0,107.5,123.0,118.0
TNEA2025-00335,1504,"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",TIRUVANNAMALAI,Mechanical Engineering,me,83.5,136.0,114.5,111.0,107.5,123.0,118.0
TNEA2025-00416,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Artificial Intelligence and Data Science,ad,160.0,131.5,149.5,136.5,103.0,109.0,Not Available
TNEA2025-00417,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Civil Engineering,ce,109.5,131.5,149.5,136.5,103.0,109.0,Not Available
TNEA2025-00418,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Computer Science and Engineering,cs,160.0,121.0,150.5,132.5,108.5,109.0,Not Available
TNEA2025-00419,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Electrical and Electronics Engineering,ee,122.0,93.5,114.5,116.5,108.5,109.0,Not Available
TNEA2025-00420,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Electronics and Communication Engineering,ec,143.0,115.5,140.5,112.5,108.5,109.0,Not Available
TNEA2025-00421,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Information Technology,it,158.5,120.5,142.0,123.5,97.5,109.0,Not Available
TNEA2025-00422,1505,"C.Abdul Hakeem College of Engineering and Technology, Hakeem Nagar, Melvisharam, Vellore -632509.",RANIPET,Mechanical Engineering,me,105.0,104.0,142.0,123.5,97.5,109.0,Not Available
TNEA2025-00793,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Artificial Intelligence and Data Science,ad,138.5,112.5,134.5,128.5,100.0,101.5,Not Available
TNEA2025-00794,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Computer Science and Bussiness System,cb,118.0,102.5,134.5,107.5,90.0,92.5,Not Available
TNEA2025-00795,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Computer Science and Engineering,cs,132.5,109.5,134.5,125.0,96.0,131.0,Not Available
TNEA2025-00796,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Computer Science and Engineering (Cyber Security),sc,112.0,99.5,134.5,103.0,96.0,131.0,Not Available
TNEA2025-00797,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Electrical and Electronics Engineering,ee,96.5,95.5,134.5,103.0,96.0,131.0,Not Available
TNEA2025-00798,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Electronics and Communication Engineering,ec,128.0,89.5,134.5,107.5,81.5,113.5,Not Available
TNEA2025-00799,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Information Technology,it,135.0,117.0,134.5,122.0,80.0,108.5,Not Available
TNEA2025-00800,1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",VELLORE,Mechanical Engineering,me,88.5,117.0,134.5,122.0,80.0,108.5,Not Available
TNEA2025-01593,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Artificial Intelligence and Data Science,ad,157.0,143.5,135.0,150.5,127.5,107.5,Not Available
TNEA2025-01594,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Civil Engineering,ce,119.5,143.5,135.0,150.5,127.5,107.5,Not Available
TNEA2025-01595,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Computer Science and Engineering,cs,155.5,136.0,147.5,142.0,114.0,99.5,Not Available
TNEA2025-01596,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Computer Science and Engineering (Ai and Machine Learning),am,140.5,125.0,131.0,127.5,108.5,109.0,Not Available
TNEA2025-01597,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Electrical and Electronics Engineering,ee,111.5,125.0,131.0,127.5,108.5,109.0,Not Available
TNEA2025-01598,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Electronics and Communication Engineering,ec,130.5,100.5,131.0,87.0,102.0,109.0,Not Available
TNEA2025-01599,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Electronics and Instrumentation Engineering,ei,87.0,100.5,131.0,87.0,102.0,109.0,Not Available
TNEA2025-01600,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Information Technology,it,147.0,131.0,125.0,131.5,107.0,109.0,Not Available
TNEA2025-01601,1509,"Meenakshi College of Engineering, 12, Vembuli Amman Koil Street, West K K Nagar, Chennai-600078.",CHENNAI,Mechanical Engineering,me,94.0,131.0,125.0,131.5,107.0,109.0,Not Available
TNEA2025-02115,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Artificial Intelligence and Data Science,ad,133.0,111.0,130.5,99.5,98.0,98.5,Not Available
TNEA2025-02116,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Civil Engineering,ce,104.5,111.0,130.5,99.5,98.0,98.5,Not Available
TNEA2025-02117,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Computer Science and Engineering,cs,131.0,96.5,118.5,111.5,99.5,98.5,Not Available
TNEA2025-02118,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Electrical and Electronics Engineering,ee,87.5,96.5,118.5,84.5,99.5,98.5,Not Available
TNEA2025-02119,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Electronics and Communication Engineering,ec,110.0,95.5,118.5,93.0,84.0,98.5,Not Available
TNEA2025-02120,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Information Technology,it,132.5,101.0,99.0,114.5,97.5,98.5,Not Available
TNEA2025-02121,1510,"Priyadarshini Engineering College, Chettiyappanur Village & Post, Vaniyambadi, Vellore-635751.",TIRUPATHUR,Mechanical Engineering,me,93.0,101.0,99.0,90.5,97.5,86.5,Not Available
TNEA2025-02194,1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632513",RANIPET,Civil Engineering,ce,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02195,1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632514",RANIPET,Computer Science and Engineering,cs,92.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02197,1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632516",RANIPET,Electrical and Electronics Engineering,ee,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02198,1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632517",RANIPET,Electronics and Communication Engineering,ec,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02196,1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632515",RANIPET,Mechanical Engineering,me,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-02308,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Artificial Intelligence and Data Science,ad,139.0,107.0,137.5,113.0,102.0,113.0,107.5
TNEA2025-02309,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Civil Engineering,ce,85.0,107.0,137.5,113.0,102.0,113.0,107.5
TNEA2025-02310,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Computer Science and Engineering,cs,142.5,107.5,130.0,111.5,108.0,113.0,107.5
TNEA2025-02311,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Computer Science and Engineering (Ai and Machine Learning),am,120.0,81.0,94.0,101.5,87.5,113.0,107.5
TNEA2025-02312,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Computer Science and Engineering (Cyber Security),sc,120.5,102.0,106.0,104.5,82.5,113.0,107.5
TNEA2025-02313,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Electrical and Electronics Engineering,ee,110.0,103.0,108.5,98.0,82.5,113.0,107.5
TNEA2025-02314,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Electronics and Communication Engineering,ec,131.5,104.0,119.5,109.5,104.0,113.0,107.5
TNEA2025-02315,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Information Technology,it,138.0,116.5,109.0,119.5,92.0,113.0,107.5
TNEA2025-02316,1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District-606611.",TIRUVANNAMALAI,Mechanical Engineering,me,84.0,116.5,109.0,119.5,92.0,113.0,107.5
TNEA2025-02642,1513,"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk, Tiruvannamalai District-632317.",TIRUVANNAMALAI,Artificial Intelligence and Data Science,ad,127.5,98.5,Not Available,102.5,92.0,122.5,Not Available
TNEA2025-02643,1513,"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk, Tiruvannamalai District-632317.",TIRUVANNAMALAI,Computer Science and Bussiness System,cb,98.5,98.5,Not Available,102.5,92.0,122.5,Not Available
TNEA2025-02644,1513,"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk, Tiruvannamalai District-632317.",TIRUVANNAMALAI,Computer Science and Engineering,cs,117.0,95.5,Not Available,108.5,92.0,122.5,Not Available
TNEA2025-02645,1513,"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk, Tiruvannamalai District-632317.",TIRUVANNAMALAI,Electronics and Communication Engineering,ec,88.5,95.5,Not Available,108.5,92.0,122.5,Not Available
TNEA2025-02646,1513,"Sri Balaji Chockalingam Engineering College, Irumbedu, Arni Taluk, Tiruvannamalai District-632317.",TIRUVANNAMALAI,Information Technology,it,116.0,91.5,Not Available,89.0,91.5,122.5,Not Available
TNEA2025-02717,1514,"Sri Nandhanam College of Engineering and Technology, Molagarampatti, Tirupattur, Vellore-635601.",TIRUPATHUR,Computer Science and Engineering,cs,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
TNEA2025-03089,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,VELLORE,Civil Engineering,ce,162.0,140.0,117.5,139.5,132.5,123.0,166.0
TNEA2025-03090,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,VELLORE,Computer Science and Engineering,cs,184.5,178.5,177.0,179.0,161.0,161.0,166.0
TNEA2025-03091,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,VELLORE,Electrical and Electronics Engineering,ee,172.0,166.5,152.5,163.0,143.0,159.0,149.0
TNEA2025-03092,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,VELLORE,Electronics and Communication Engineering,ec,178.5,172.0,169.0,173.5,151.5,129.0,166.0
TNEA2025-03093,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,VELLORE,Mechanical Engineering,me,156.0,142.0,115.0,142.0,136.5,117.0,115.0
TNEA2025-03126,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Agricultural Engineering,ag,97.0,95.0,91.0,85.5,117.5,Not Available,Not Available
TNEA2025-03127,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Artificial Intelligence and Data Science,ad,117.5,95.0,91.0,85.5,117.5,Not Available,Not Available
TNEA2025-03128,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Civil Engineering,ce,96.0,95.0,91.0,85.5,117.5,Not Available,Not Available
TNEA2025-03129,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Computer Science and Engineering,cs,99.0,85.0,91.0,87.0,85.0,Not Available,Not Available
TNEA2025-03130,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Electrical and Electronics Engineering,ee,98.0,85.0,91.0,87.0,85.0,Not Available,Not Available
TNEA2025-03131,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Electronics and Communication Engineering,ec,95.5,85.0,91.0,87.0,85.0,Not Available,Not Available
TNEA2025-03132,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Information Technology,it,119.0,93.0,91.0,88.5,97.0,Not Available,Not Available
TNEA2025-03133,1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",KANCHIPURAM,Mechanical Engineering,me,83.0,93.0,91.0,88.5,97.0,Not Available,Not Available
TNEA2025-03134,1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City, Ponnur Hills, Vandavasi, Thiruvannamalai District-604505.",TIRUVANNAMALAI,Aeronautical Engineering,ae,135.5,87.0,Not Available,88.5,85.0,82.0,103.5
TNEA2025-03135,1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City, Ponnur Hills, Vandavasi, Thiruvannamalai District-604505.",TIRUVANNAMALAI,Automobile Engineering,au,91.5,87.0,Not Available,88.5,85.0,82.0,103.5
TNEA2025-03136,1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City, Ponnur Hills, Vandavasi, Thiruvannamalai District-604505.",TIRUVANNAMALAI,Civil Engineering,ce,95.5,87.0,Not Available,88.5,85.0,82.0,103.5
TNEA2025-03137,1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City, Ponnur Hills, Vandavasi, Thiruvannamalai District-604505.",TIRUVANNAMALAI,Computer Science and Engineering,cs,112.0,87.0,Not Available,88.5,85.0,82.0,103.5
TNEA2025-03138,1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City, Ponnur Hills, Vandavasi, Thiruvannamalai District-604505.",TIRUVANNAMALAI,Computer Science and Engineering (Ai and Machine Learning),am,104.5,93.0,Not Available,87.0,85.5,82.0,103.5
